loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,min_exit_layer,ee_patience,median_exit_layer,p25_exit_layer,p75_exit_layer,normalized_flops,latency_ms_bs1,throughput_bs1,peak_mem_MB_bs1
0.01322512832820693,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9681441003845376,0.9750907089567451,0.9716049884226348,0.985602534203319,0.9857237912363449,0.8578284343131374,13.191761647670466,1.2934527397155762,0.26614677906036377,0.12054920196533203,0.7480139591582478,4,1,13.0,13.0,15.0,0.8244851029794041,26.196839869953692,38.17254313742414,2447.0703125
0.013240525715498287,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680670228266148,0.9751314770271923,0.9715864085951622,0.9855932442895827,0.9857145013226086,0.8578284343131374,13.927614477104578,0.9520290493965149,0.2681463658809662,0.07149238586425777,0.735747432654545,4,2,14.0,14.0,15.0,0.8704759048190363,26.674947794526815,37.488358279193356,2447.0703125
0.013266018721719121,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680265501052291,0.9750907089567451,0.9715457887361131,0.9855729343600581,0.9856941913930841,0.8572285542891421,14.659468106378725,0.7262333035469055,0.7760447859764099,0.022702153523763036,0.7234248210822412,4,3,15.0,15.0,15.0,0.9162167566486702,30.958195589482784,32.301624205117534,2447.0703125
0.01333967974967734,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9679077296641037,0.9750499408862978,0.9714657080769309,0.9855328940304671,0.985654151063493,0.8568286342731454,14.883423315336932,0.41546016931533813,0.918216347694397,0.00777180989583337,0.7196022410896618,4,4,15.0,15.0,15.0,0.9302139572085583,31.328742089681324,31.919570761488306,2447.0703125
0.013362313267408898,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680252560003237,0.9750499408862978,0.9715249004793239,0.9855624902316635,0.9856837472646895,0.8572285542891421,14.96520695860828,0.1832735687494278,0.9652069807052612,0.002319526672363237,0.7183265533372927,4,5,15.0,15.0,15.0,0.9353254349130176,31.02974717039615,32.227139799387324,2447.0703125
0.01322512832820693,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9681441003845376,0.9750907089567451,0.9716049884226348,0.985602534203319,0.9857237912363449,0.8578284343131374,13.191761647670466,1.2934527397155762,0.26614677906036377,0.12054920196533203,0.7480139591582478,6,1,13.0,13.0,15.0,0.8244851029794041,30.517920688726008,32.76763217912884,2447.0703125
0.013240525715498287,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680670228266148,0.9751314770271923,0.9715864085951622,0.9855932442895827,0.9857145013226086,0.8578284343131374,13.927614477104578,0.9520290493965149,0.2681463658809662,0.07149238586425777,0.735747432654545,6,2,14.0,14.0,15.0,0.8704759048190363,26.6218421747908,37.56314057585905,2447.0703125
0.013266018721719121,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680265501052291,0.9750907089567451,0.9715457887361131,0.9855729343600581,0.9856941913930841,0.8572285542891421,14.659468106378725,0.7262333035469055,0.7760447859764099,0.022702153523763036,0.7234248210822412,6,3,15.0,15.0,15.0,0.9162167566486702,26.409700512886047,37.86487467027774,2447.0703125
0.01333967974967734,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9679077296641037,0.9750499408862978,0.9714657080769309,0.9855328940304671,0.985654151063493,0.8568286342731454,14.883423315336932,0.41546016931533813,0.918216347694397,0.00777180989583337,0.7196022410896618,6,4,15.0,15.0,15.0,0.9302139572085583,26.388726523146033,37.89497000254566,2447.0703125
0.013362313267408898,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.5,0.9680252560003237,0.9750499408862978,0.9715249004793239,0.9855624902316635,0.9856837472646895,0.8572285542891421,14.96520695860828,0.1832735687494278,0.9652069807052612,0.002319526672363237,0.7183265533372927,6,5,15.0,15.0,15.0,0.9353254349130176,26.417983742430806,37.85300232408981,2447.0703125
