failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfrozen_ratio,error
False,42,0.33901469887921604,0.5808838232353529,0.8442753585933885,0.827638342908981,0.861594963273872,0.6574101275959924,0.5499999999999999,0.7246464359320588,0.8313832606302743,0.7743540088473733,0.677618916041363,0.8093146837203808,0.2715456908618276,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43160948569037627,7546.337640404701,5302.912109375,0.0,16.0,161061273600.0,161061273600.0,0.0,
False,43,0.3445919641909508,0.5706858628274345,0.8414652996032769,0.826601882781658,0.8568730325288563,0.6552903934428067,0.5499999999999999,0.7297720797720798,0.8354192996045497,0.7790302039574978,0.6748580333924661,0.8102477517803873,0.27194561087782443,14.955808639526367,0.20554015040397644,0.9558088183403015,0.002946090698242143,0.4288933416434526,7532.061660678592,5300.42822265625,0.0,16.0,161061273600.0,161061273600.0,0.0,
False,44,0.34279638009901625,0.5776844631073785,0.8437162960299933,0.8262750226335379,0.861909758656873,0.6571734368422848,0.5499999999999999,0.7292400783057483,0.8352562273227608,0.7786561264822134,0.678170294794796,0.8111862112561034,0.27394521095780844,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43159746355511064,7909.664994623046,5296.67822265625,0.0,16.0,161061273600.0,161061273600.0,0.0,
False,42,0.014013534182397732,0.9974005198960207,0.9992658626114316,0.9987421383647799,0.9997901364113326,0.7772080287361083,0.5499999999999999,0.9686425247825208,0.975987606506584,0.972301194054098,0.9848508569750594,0.9857835283327647,0.858628274345131,14.949009895324707,0.21999891102313995,0.9490101933479309,0.0033993403116862053,0.7182415279989451,11284.41412709793,7422.69189453125,2.0,16.0,161061273600.0,161061273600.0,0.1,
False,43,0.014642828508860806,0.9972005598880224,0.9991084071956784,0.9987417426863794,0.9994753410283316,0.7770837446229271,0.44999999999999996,0.9686234817813765,0.9753760854498756,0.9719880558207561,0.9845943078543893,0.9855482315082172,0.8570285942811438,14.949410438537598,0.2191806435585022,0.9494101405143738,0.0033726374308268303,0.7177961040573966,10351.485796011053,7436.154296875,2.0,16.0,161061273600.0,161061273600.0,0.1,
False,44,0.014184895408990312,0.9986002799440112,0.9995803168607701,0.9994754511120436,0.999685204616999,0.7774496785620363,0.5499999999999999,0.9686753814399611,0.9757837661543479,0.9722165806897113,0.9854084303168613,0.9858984487752407,0.8582283543291341,14.949009895324707,0.21999891102313995,0.9490101933479309,0.0033993403116862053,0.7185502021207619,10225.806872995105,7420.72119140625,2.0,16.0,161061273600.0,161061273600.0,0.1,
False,42,0.013644118630587638,0.9988002399520096,0.9996327579875137,0.9995803168607701,0.999685204616999,0.7774913154201779,0.9,0.9690333549222798,0.9759468384361368,0.9724778095992526,0.985639024775631,0.9860552837933831,0.8608278344331134,14.949009895324707,0.21999891102313995,0.9490101933479309,0.0033993403116862053,0.7191692948984929,10174.710321067367,7687.908203125,3.0,16.0,161061273600.0,161061273600.0,0.2,
False,43,0.01450130740967159,0.9988002399520096,0.999527831698232,0.9994753960759627,0.9995802728226653,0.7774075384780696,0.6,0.9680407783486387,0.9755391577316646,0.9717755035737491,0.9852878717628794,0.9856516676359905,0.8552289542091581,14.948810577392578,0.220406636595726,0.9488102197647095,0.003412628173828147,0.7179519367798891,10138.511622196063,7702.97119140625,3.0,16.0,161061273600.0,161061273600.0,0.2,
False,44,0.01372434907711294,0.999000199960008,0.9997376842767955,0.9996852376455776,0.9997901364113326,0.7775735209620324,0.85,0.9687626446548515,0.9760691426474785,0.9724021688361797,0.9857011843980938,0.9860699265564876,0.8588282343531294,14.949410438537598,0.2191806435585022,0.9494101405143738,0.0033726374308268303,0.7188263478554568,10143.567281123716,7691.0634765625,3.0,16.0,161061273600.0,161061273600.0,0.2,
False,42,0.013456445564192307,0.9996000799840032,0.9998950682056663,0.9998950682056663,0.9998950682056663,0.7776942669368325,0.65,0.9676453935129014,0.9754168535203229,0.9715155821743985,0.9855578310792008,0.9857053251900324,0.8554289142171566,14.948610305786133,0.22081342339515686,0.9486103057861328,0.0034259796142578347,0.7182486330397049,10812.869100066833,8225.580078125,5.0,16.0,161061273600.0,161061273600.0,0.3,
False,43,0.013450707859758953,0.9996000799840032,0.9998950682056663,0.9998950682056663,0.9998950682056663,0.7776956643871935,0.39999999999999997,0.9691547927461139,0.9760691426474785,0.9725996790770418,0.9860998795305225,0.9862473736413541,0.8624275144971005,14.949009895324707,0.21999891102313995,0.9490101933479309,0.0033993403116862053,0.7197772053828811,10524.49141856609,8241.888671875,5.0,16.0,161061273600.0,161061273600.0,0.3,
False,44,0.013512740386972154,0.9996000799840032,0.9998950792151925,0.9997901804448175,1.0,0.7776954838245386,0.25,0.9684223310797133,0.9752130131680867,0.9718058094657729,0.9857029447248881,0.9858504443404827,0.8572285542891421,14.949410438537598,0.2191806435585022,0.9494101405143738,0.0033726374308268303,0.7186315052958568,10400.016817640979,8230.3916015625,5.0,16.0,161061273600.0,161061273600.0,0.3,
False,42,0.013379348911734234,0.9994001199760048,0.9998426105660774,0.9997901584303851,0.9998950682056663,0.7776555588834279,0.44999999999999996,0.96844277218109,0.9758653022952424,0.9721398692279576,0.9857699946019811,0.9859912398970174,0.8578284343131374,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7187433655933552,10407.080076518934,8497.470703125,6.0,16.0,161061273600.0,161061273600.0,0.4,
False,43,0.01354635079344251,0.9996000799840032,0.9998950792151925,0.9997901804448175,1.0,0.7776954838245386,0.5499999999999999,0.9685603301772275,0.9758653022952424,0.9721990942875129,0.9858995871357581,0.9860470867513527,0.8590281943611278,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7190572673189365,10393.700611826032,8510.33056640625,6.0,16.0,161061273600.0,161061273600.0,0.4,
