failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,experiment,use_freq_exit,intent_loss_fn,ee_patience_decay,exit_logit_smoothing,require_joint_stability,unfrozen_ratio,min_unfrozen_ratio_floor
False,42,0.0029199722783162835,0.9992001599680064,0.9997901584303851,0.9996852706672262,0.9998950682056663,0.7776135175828274,0.7999999999999999,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9984997458084388,0.9987947450396282,0.9864027194561088,26.393720626831055,0.7491011619567871,0.5230953693389893,0.022454791598849777,0.7523529760412432,10972.295859190635,13747.046875,21,28,158544691200.0,152882380800.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.0029878762954479296,0.9992001599680064,0.9997901804448175,0.9995804489196559,1.0,0.7776120357148409,0.25,0.9972712092208691,0.9982469729707693,0.9977588525324966,0.9984795062502515,0.998774516488657,0.9862027594481104,26.39352035522461,0.7493396997451782,0.5230953693389893,0.022462209065755245,0.7523097812686271,11098.591261188965,13777.87060546875,21,28,158544691200.0,152882380800.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.0028126579990393643,0.9988002399520096,0.999685303681947,0.9993708053691275,1.0,0.7775311381458724,0.25,0.9975964476310751,0.9983285091116637,0.9979623441193252,0.9983812920356674,0.9988238239006361,0.9870025994801039,26.39232063293457,0.7491682171821594,0.5218956470489502,0.022506643224645573,0.7523732086629441,11043.729415065143,13779.298828125,21,28,158544691200.0,152882380800.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.003120589272795839,0.9994001199760048,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.9,0.9972303681981102,0.9981654368298748,0.9976976834212832,0.998548901698644,0.9987701387356691,0.9872025594881024,23.004398345947266,0.11480698734521866,0.00039992001256905496,0.14798524644639754,0.7839493941859386,10974.424373742193,13747.046875,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.0030698641861202016,0.9996000799840032,0.9998950792151925,0.9997901804448175,1.0,0.7776942355889724,0.7999999999999999,0.9974340175953079,0.998369277182111,0.9979014282512582,0.9987507541176307,0.9988982537332254,0.9864027194561088,23.007198333740234,0.16232119500637054,0.0011997600086033344,0.14788154319480618,0.7838555171184307,9527.684295386076,13777.87060546875,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.002695275685266806,0.9986002799440112,0.9996328735511617,0.9992660165670546,1.0,0.7774904217309229,0.3,0.9975965455434251,0.998369277182111,0.9979827617825051,0.9982915208632581,0.9988078176668334,0.9870025994801039,23.00279998779297,0.0999607965350151,0.0005998800043016672,0.14804444489655666,0.7836936695200717,10977.303292508703,13779.298828125,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.0029199722783162835,0.9992001599680064,0.9997901584303851,0.9996852706672262,0.9998950682056663,0.7776135175828274,0.7999999999999999,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9984997458084388,0.9987947450396282,0.9864027194561088,26.393720626831055,0.7491011619567871,0.5230953693389893,0.022454791598849777,0.7523529760412432,11054.581055210903,13747.046875,21,28,158544691200.0,152882380800.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.0029878762954479296,0.9992001599680064,0.9997901804448175,0.9995804489196559,1.0,0.7776120357148409,0.25,0.9972712092208691,0.9982469729707693,0.9977588525324966,0.9984795062502515,0.998774516488657,0.9862027594481104,26.39352035522461,0.7493396997451782,0.5230953693389893,0.022462209065755245,0.7523097812686271,11175.031885273755,13777.87060546875,21,28,158544691200.0,152882380800.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.0028126579990393643,0.9988002399520096,0.999685303681947,0.9993708053691275,1.0,0.7775311381458724,0.25,0.9975964476310751,0.9983285091116637,0.9979623441193252,0.9983812920356674,0.9988238239006361,0.9870025994801039,26.39232063293457,0.7491682171821594,0.5218956470489502,0.022506643224645573,0.7523732086629441,11052.713680186309,13779.298828125,21,28,158544691200.0,152882380800.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.0029199722783162835,0.9992001599680064,0.9997901584303851,0.9996852706672262,0.9998950682056663,0.7776135175828274,0.7999999999999999,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9984997458084388,0.9987947450396282,0.9864027194561088,26.393720626831055,0.7491011619567871,0.5230953693389893,0.022454791598849777,0.7523529760412432,11151.448307153769,13747.046875,21,28,158544691200.0,152882380800.0,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0
