failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,experiment,intent_loss_fn,unfrozen_ratio,min_unfrozen_ratio_floor,ee_patience_decay,exit_logit_smoothing,use_freq_exit,require_joint_stability,min_exit_layer,ee_patience
False,42,0.0031442292547290444,0.9984003199360127,0.9995804049092626,0.9992659395973155,0.9998950682056663,0.7774506229772447,0.15,0.9969862344220901,0.9980023645480859,0.9974940407065583,0.9979471803212856,0.9985372228079105,0.9852029594081184,27.0,0.0,1.0,0.0,0.7461949935644051,10322.498931425158,13747.046875,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,43,0.0030284442764473706,0.9988002399520096,0.999685303681947,0.9993708053691275,1.0,0.7775312863608358,0.3,0.997677923982564,0.9984100452525582,0.9980438503545522,0.9984220451532809,0.9988645770182496,0.9868026394721056,27.0,0.0,1.0,0.0,0.7467167441345864,8798.956380231772,13777.87060546875,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,44,0.0025568513202523,0.9988002399520096,0.999685303681947,0.9993708053691275,1.0,0.7775311068686421,0.39999999999999997,0.9977187550920645,0.9984915813934526,0.9981050186441713,0.9984526292980904,0.9988951611630592,0.9876024795040992,27.0,0.0,1.0,0.0,0.7468843581771876,10256.985710619017,13779.298828125,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,42,0.0031338326550035263,0.998000399920016,0.9994755611495699,0.9990564059551269,0.9998950682056663,0.777369341988868,0.25,0.9973927567523526,0.9981246687594276,0.9977585785312577,0.9978794892256369,0.9986170698404138,0.9870025994801039,14.001999855041504,0.08482924848794937,0.0,0.48140741277624055,0.8668067605261892,10129.411245817784,13747.046875,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,43,0.0030872939297374854,0.9978004399120176,0.9994232080121651,0.9988470810187612,1.0,0.7773287176565252,0.1,0.9972309321171153,0.998369277182111,0.9977997799779978,0.9978001099450078,0.9986114939950814,0.9848030393921215,14.001199722290039,0.044705260545015335,0.0,0.4814370473225912,0.8663128751814477,8731.557749718893,13777.87060546875,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,44,0.002903434069826827,0.999000199960008,0.999737739312877,0.9994756161510225,1.0,0.7775725652472292,0.7,0.9975965455434251,0.998369277182111,0.9979827617825051,0.9984914808712566,0.9988602505476911,0.9870025994801039,14.000200271606445,0.014140721410512924,0.0,0.48147406401457615,0.86718415852459,10152.435661497992,13779.298828125,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,42,0.0031133931700252564,0.9994001199760048,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.95,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9985997258124379,0.9988209628494631,0.9880023995200959,15.002799034118652,0.137084499001503,0.0,0.44434077651412396,0.8582109507377175,10153.006436816882,13747.046875,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,43,0.0030703733249968393,0.9986002799440112,0.9996328735511617,0.9992660165670546,1.0,0.7774918460956296,0.15,0.9971088850883623,0.9982877410412165,0.9976979648379408,0.998149122390976,0.9986654191945512,0.9856028794241152,15.002199172973633,0.07870934158563614,0.0,0.4443629935935691,0.8574577630650565,8805.996860404033,13777.87060546875,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,44,0.002856341223970737,0.9988002399520096,0.999685303681947,0.9993708053691275,1.0,0.7775322052465905,0.5499999999999999,0.9975150725109989,0.9982877410412165,0.9979012572080608,0.9983507485800351,0.9987932804450039,0.9866026794641072,15.000999450683594,0.04689349979162216,0.0,0.44440742775245945,0.8577607849277902,9961.937374939676,13779.298828125,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,42,0.0031133931700252564,0.9994001199760048,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.95,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9985997258124379,0.9988209628494631,0.9880023995200959,15.002799034118652,0.137084499001503,0.0,0.44434077651412396,0.8582109507377175,9807.493407879025,13747.046875,21,28,158544691200.0,90596966400.0,B3_pabee,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,False,4.0,
