failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfrozen_ratio
False,42,0.37598709530564417,0.223888055972014,0.5768254863264731,0.6155234657039711,0.5427055702917772,0.5213797118532112,0.65,0.9596177909225344,0.9692095588235294,0.9643898256644756,0.5941389408182448,0.7706076559954744,0.21689155422288856,14.803598403930664,0.3973751962184906,0.8035982251167297,0.013093439737955737,0.3064700015695394,3383.842288434971,6765.1884765625,0,16,161061273600.0,161061273600.0,0.0
False,43,0.3934476678352432,0.16491754122938532,0.5452153110047847,0.49651416122004355,0.6045092838196287,0.5036337877315953,0.6,0.9583617747440273,0.9678308823529411,0.9630730536183835,0.5639952974238844,0.7541441823115841,0.15892053973013492,14.876062393188477,0.3295932114124298,0.8760619759559631,0.008262507120768259,0.27186104267293065,3499.4231496937573,6763.439453125,0,16,161061273600.0,161061273600.0,0.0
False,44,0.37459265592088736,0.1924037981009495,0.5692987299834346,0.5935521013241221,0.5469496021220159,0.5192441777695151,0.65,0.9589492836024562,0.9688648897058824,0.9638815864670249,0.5781426922839872,0.7665901582252297,0.1839080459770115,14.812093734741211,0.3907347619533539,0.81209397315979,0.012527084350585915,0.289282059269641,3386.9620026880875,6765.326171875,0,16,161061273600.0,161061273600.0,0.0
False,42,0.005146844421311159,0.993503248375812,0.9977456570746586,0.9976133651551312,0.9978779840848806,0.8980589838308408,0.75,0.9956387007919201,0.9966681985294118,0.9961531836711259,0.9948282160234689,0.9969494203728922,0.9725137431284357,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7493789561409963,4416.850373236928,9303.306640625,2,16,161061273600.0,161061273600.0,0.1
False,43,0.004806100639567499,0.9890054972513743,0.99695726948009,0.9944576405384006,0.9994694960212201,0.8975205536324149,0.3,0.9947211383979803,0.9958639705882353,0.9952922264324263,0.9921488618419003,0.9961247479562582,0.9655172413793104,14.551724433898926,0.49744173884391785,0.5517241358757019,0.029885037740071563,0.7463075438753569,4168.090085060336,9301.40283203125,2,16,161061273600.0,161061273600.0,0.1
False,44,0.005433843164997866,0.9950024987506247,0.9980092899800929,0.99867197875166,0.9973474801061007,0.8982709143397383,0.7999999999999999,0.9950665442863699,0.9964384191176471,0.9957520091848451,0.9953772539677349,0.9968806495824689,0.9735132433783108,14.546226501464844,0.4979829490184784,0.5462268590927124,0.030251566569010402,0.7499864523387194,4043.5482014282607,9296.912109375,2,16,161061273600.0,161061273600.0,0.1
False,42,0.005327241691209717,0.9950024987506247,0.9981422505307855,0.998672331386086,0.9976127320954907,0.8983854752409359,0.75,0.9960986804360298,0.9973575367647058,0.9967277111200412,0.995865104935333,0.9974349808254134,0.9785107446276862,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7511495216664205,4303.192147938069,9585.576171875,3,16,161061273600.0,161061273600.0,0.2
False,43,0.0048322046565312145,0.9965017491254373,0.9988065243336427,0.9986740917528507,0.9989389920424403,0.8989502711239904,0.49999999999999994,0.9952970864877265,0.9968979779411765,0.9960968889909311,0.9962993190581841,0.9974517066622869,0.9760119940029985,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7510953993574485,3720.7118508871645,9580.45751953125,3,16,161061273600.0,161061273600.0,0.2
False,44,0.005500146789166453,0.9955022488755623,0.9984080657999469,0.9986730360934183,0.9981432360742706,0.8986137223344667,0.5499999999999999,0.9955244434243745,0.9966681985294118,0.9960959926512802,0.9957991207634213,0.9972520292256135,0.974512743628186,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.750445779848355,4252.572958162054,9578.552734375,3,16,161061273600.0,161061273600.0,0.2
False,42,0.003948026918574233,0.9970014992503748,0.9990722332670643,0.9984105960264901,0.9997347480106101,0.8991571248667294,0.3,0.996212555950878,0.9972426470588235,0.9967273353620025,0.9968644173061887,0.9978997843145334,0.9780109945027486,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.751765472663638,4912.249860567041,10145.107421875,5,16,161061273600.0,161061273600.0,0.3
False,43,0.0057527871485437785,0.9950024987506247,0.9981442205726405,0.9976152623211447,0.9986737400530504,0.8983944030526964,0.5499999999999999,0.9955244434243745,0.9966681985294118,0.9960959926512802,0.9955492457009525,0.9971201066119604,0.9750124937531235,14.545726776123047,0.49802911281585693,0.5457271337509155,0.030284881591796875,0.7503544954267514,3923.3886205200106,10144.23876953125,5,16,161061273600.0,161061273600.0,0.3
False,44,0.004324561869505277,0.9970014992503748,0.9988065243336427,0.9986740917528507,0.9989389920424403,0.8989459541128376,0.44999999999999996,0.9956402019274897,0.9970128676470589,0.9963260619977038,0.9966637806240393,0.9975662931656732,0.9780109945027486,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7516737711207264,4462.008011830971,10142.720703125,5,16,161061273600.0,161061273600.0,0.3
False,42,0.005015176559686642,0.9960019990004998,0.9982756333731264,0.9984080657999469,0.9981432360742706,0.8984982507120953,0.9,0.996212555950878,0.9972426470588235,0.9967273353620025,0.9963646671812512,0.9975014843675645,0.9785107446276862,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7514659976269208,4287.898723213933,10424.373046875,6,16,161061273600.0,161061273600.0,0.4
False,43,0.004654868098093657,0.9945027486256871,0.9981447124304267,0.9973516949152542,0.9989389920424403,0.8983900622087763,0.49999999999999994,0.9960982327289419,0.9972426470588235,0.9966701113790332,0.9955864300023601,0.9974074119047299,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7504929542738308,3722.3179074372165,10424.12939453125,6,16,161061273600.0,161061273600.0,0.4
False,44,0.00533998818655055,0.9960019990004998,0.9984089101034208,0.9981442205726405,0.9986737400530504,0.8986086678522025,0.49999999999999994,0.9955244434243745,0.9966681985294118,0.9960959926512802,0.99604899582589,0.9972524513773505,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7509039892544298,3151.509755860083,10424.103515625,6,16,161061273600.0,161061273600.0,0.4
False,42,0.0046459352294960805,0.9890054972513743,0.9969580743287925,0.9941967818517542,0.9997347480106101,0.8974988851538335,0.39999999999999997,0.9950642791551882,0.9959788602941176,0.9955213596692697,0.992263428460322,0.9962397169990311,0.968015992003998,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7469443259796156,3496.0209217797965,10987.654296875,8,16,161061273600.0,161061273600.0,0.5
False,43,0.004916457022773102,0.9955022488755623,0.9982765477926554,0.9978796713490591,0.9986737400530504,0.8985062598759626,0.65,0.995868717007115,0.9970128676470589,0.9964404638879321,0.9959713563817472,0.9973585058402937,0.9765117441279361,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7508721991019751,3791.0953209069557,10986.78564453125,8,16,161061273600.0,161061273600.0,0.5
False,44,0.00523692648979581,0.9945027486256871,0.9981447124304267,0.9973516949152542,0.9989389920424403,0.8983900622087763,0.44999999999999996,0.9957539591462015,0.9968979779411765,0.9963256401423816,0.9954141943840343,0.9972351762864041,0.9750124937531235,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7502499953192743,4069.062010875903,10989.318359375,8,16,161061273600.0,161061273600.0,0.5
False,42,0.004463714163249964,0.9960019990004998,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987143732922732,0.6,0.9959839357429718,0.9972426470588235,0.9966128939663585,0.9963074464834292,0.9975772941262258,0.9780109945027486,14.545726776123047,0.49802911281585693,0.5457271337509155,0.030284881591796875,0.7513683425302053,4420.037787700072,11547.990234375,10,16,161061273600.0,161061273600.0,0.6
False,43,0.0042638536042323245,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987393601090629,0.44999999999999996,0.9954112653435815,0.9968979779411765,0.9961540669307158,0.9963279080280766,0.9973478806084044,0.9765117441279361,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7511693928689653,3810.498590469826,11547.9892578125,10,16,161061273600.0,161061273600.0,0.6
False,44,0.004562362868049409,0.9955022488755623,0.9982770046388336,0.997615894039735,0.9989389920424403,0.8985120873817902,0.44999999999999996,0.995639201285288,0.9967830882352942,0.996210816396831,0.9958565326361966,0.9972439105178323,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7507519290020689,3825.653017426841,11545.54931640625,10,16,161061273600.0,161061273600.0,0.6
False,42,0.004469274415737074,0.9955022488755623,0.9986751457339693,0.9976177871889889,0.9997347480106101,0.8988211599125531,0.49999999999999994,0.9962121212121212,0.9971277573529411,0.9966697289848415,0.9960859889302018,0.9976724373594055,0.9770114942528736,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7510589607624372,4480.019477859139,11827.611328125,11,16,161061273600.0,161061273600.0,0.7
False,43,0.004651514150119253,0.9960019990004998,0.9984084880636604,0.9984084880636604,0.9984084880636604,0.8986112310019259,0.49999999999999994,0.995868717007115,0.9970128676470589,0.9964404638879321,0.9962212314442159,0.9974244759757962,0.9775112443778111,14.545726776123047,0.49802911281585693,0.5457271337509155,0.030284881591796875,0.7512301879676104,3884.8982132449746,11827.6103515625,11,16,161061273600.0,161061273600.0,0.7
False,44,0.004767645159061438,0.9945027486256871,0.9980124552802438,0.9970876356897008,0.9989389920424403,0.8982948454610984,0.65,0.9954107388710418,0.9967830882352942,0.9960964408725602,0.9952995947491237,0.9970544480764021,0.9740129935032483,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7499965844611021,4461.747418963816,11833.0107421875,11,16,161061273600.0,161061273600.0,0.7
