failed,seed,error,experiment,use_freq_exit,intent_loss_fn,ee_patience_decay,exit_logit_smoothing,require_joint_stability,unfrozen_ratio,min_unfrozen_ratio_floor,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample
True,42,"CUDA out of memory. Tried to allocate 32.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 16.69 MiB is free. Including non-PyTorch memory, this process has 11.46 GiB memory in use. Process 3085745 has 19.85 GiB memory in use. Of the allocated memory 10.20 GiB is allocated by PyTorch, and 694.77 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,,,,,,,,,,,,,,,,,,,,,,,,
True,43,"CUDA out of memory. Tried to allocate 32.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 4.69 MiB is free. Including non-PyTorch memory, this process has 11.48 GiB memory in use. Process 3085745 has 19.85 GiB memory in use. Of the allocated memory 10.18 GiB is allocated by PyTorch, and 722.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,,,,,,,,,,,,,,,,,,,,,,,,
False,44,,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.013169870224757437,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.3,0.9680485338725986,0.9757837661543479,0.9719007593291916,0.9858503996605966,0.9859241480922754,0.857628474305139,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.718806576645369,8324.907629465684,10491.4892578125,12.0,16.0,161061273600.0,161061273600.0
False,42,,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.013260078338373187,0.9998000399920016,0.9999475313500183,1.0,0.9998950682056663,0.7777378528366671,0.7,0.9682025971924431,0.9757022300134535,0.9719379467186485,0.9858689933553251,0.9859427390343334,0.8588282343531294,14.005799293518066,0.07593659311532974,0.005798840429633856,0.06628004709879554,0.7347613554015086,8328.812757655978,10491.00341796875,12.0,16.0,161061273600.0,150994944000.0
False,43,,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.0133818904922259,0.9998000399920016,0.9999475313500183,1.0,0.9998950682056663,0.77773605374056,0.44999999999999996,0.9683452072538861,0.975253781238534,0.97178721589178,0.9857936279418908,0.9858673736208992,0.8564287142571486,14.006399154663086,0.0797436386346817,0.006398720201104879,0.06624005635579422,0.7342526123432035,8168.810136813205,10496.75537109375,12.0,16.0,161061273600.0,150994944000.0
False,44,,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.013775335099294628,0.9992001599680064,0.9997376842767955,0.9996852376455776,0.9997901364113326,0.7775736527317514,0.35,0.9675815513965803,0.9758653022952424,0.9717057725095396,0.985452966238773,0.9857217283931676,0.8560287942411517,14.002799034118652,0.052840907126665115,0.002799440175294876,0.06648006439208987,0.7340162550349466,8579.173568047117,10491.50244140625,12.0,16.0,161061273600.0,150994944000.0
False,42,,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.013262836126967322,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.35,0.9680265501052291,0.9750907089567451,0.9715457887361131,0.9855729343600581,0.9856941913930841,0.8570285942811438,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7185691234633726,9077.391652376857,10491.00341796875,12.0,16.0,161061273600.0,161061273600.0
False,43,,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.01328885990934474,1.0,1.0,1.0,1.0,0.7777777777777778,0.25,0.9683946420622395,0.9755799258021118,0.971974004874086,0.985987002437043,0.985987002437043,0.858628274345131,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7190822382419588,8325.5138422288,10496.75537109375,12.0,16.0,161061273600.0,161061273600.0
False,44,,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0,0.013169870224757437,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.3,0.9680485338725986,0.9757837661543479,0.9719007593291916,0.9858503996605966,0.9859241480922754,0.857628474305139,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.718806576645369,8244.499850593973,10491.50244140625,12.0,16.0,161061273600.0,161061273600.0
False,42,,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0,0.013262836126967322,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.35,0.9680265501052291,0.9750907089567451,0.9715457887361131,0.9855729343600581,0.9856941913930841,0.8570285942811438,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7185691234633726,8133.112862179987,10491.00341796875,12.0,16.0,161061273600.0,161061273600.0
False,43,,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0,0.01328885990934474,1.0,1.0,1.0,1.0,0.7777777777777778,0.25,0.9683946420622395,0.9755799258021118,0.971974004874086,0.985987002437043,0.985987002437043,0.858628274345131,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7190822382419588,8205.486377432011,10496.75537109375,12.0,16.0,161061273600.0,161061273600.0
False,44,,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0,0.013169870224757437,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.3,0.9680485338725986,0.9757837661543479,0.9719007593291916,0.9858503996605966,0.9859241480922754,0.857628474305139,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.718806576645369,8359.275236261077,10491.50244140625,12.0,16.0,161061273600.0,161061273600.0
False,42,,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0,0.013361515132144997,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.35,0.9680252560003237,0.9750499408862978,0.9715249004793239,0.9855624902316635,0.9856837472646895,0.8572285542891421,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7186065044328737,8615.334950593766,10490.998046875,12.0,16.0,161061273600.0,161061273600.0
False,43,,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0,0.013363955762118664,1.0,1.0,1.0,1.0,0.7777777777777778,0.25,0.9683933630109267,0.9755391577316646,0.9719531265866488,0.9859765632933244,0.9859765632933244,0.8582283543291341,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7189996444528297,8505.284943586215,10496.75537109375,12.0,16.0,161061273600.0,161061273600.0
False,44,,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0,0.01323660629921029,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.3,0.9680928502102879,0.9759468384361368,0.9720039791298698,0.9859020095609357,0.9859757579926145,0.8568286342731454,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7186595111140551,8564.548184174113,10491.50244140625,12.0,16.0,161061273600.0,161061273600.0
False,42,,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0,0.33901469887921604,0.5808838232353529,0.8442753585933885,0.827638342908981,0.861594963273872,0.6574101275959924,0.5499999999999999,0.7246464359320588,0.8313832606302743,0.7743540088473733,0.677618916041363,0.8093146837203808,0.2715456908618276,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43160948569037627,6027.472676292062,5302.912109375,0.0,16.0,161061273600.0,161061273600.0
False,43,,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0,0.3445919641909508,0.5706858628274345,0.8414652996032769,0.826601882781658,0.8568730325288563,0.6552903934428067,0.5499999999999999,0.7297720797720798,0.8354192996045497,0.7790302039574978,0.6748580333924661,0.8102477517803873,0.27194561087782443,14.955808639526367,0.20554015040397644,0.9558088183403015,0.002946090698242143,0.4288933416434526,6140.848023599945,5300.42822265625,0.0,16.0,161061273600.0,161061273600.0
False,44,,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0,0.34279638009901625,0.5776844631073785,0.8437162960299933,0.8262750226335379,0.861909758656873,0.6571734368422848,0.5499999999999999,0.7292400783057483,0.8352562273227608,0.7786561264822134,0.678170294794796,0.8111862112561034,0.27394521095780844,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43159746355511064,5376.727377275936,5296.67822265625,0.0,16.0,161061273600.0,161061273600.0
False,42,,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0,0.01325650149323128,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.777652511551728,0.35,0.9681036227484315,0.9750499408862978,0.9715643660884755,0.9855822230362394,0.9857034800692652,0.8572285542891421,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7186114376340176,7459.860073070042,10491.00341796875,12.0,16.0,161061273600.0,161061273600.0
False,43,,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0,0.013287556187173288,1.0,1.0,1.0,1.0,0.7777777777777778,0.25,0.9683946420622395,0.9755799258021118,0.971974004874086,0.985987002437043,0.985987002437043,0.858628274345131,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7190822382419588,7366.334639837965,10496.75537109375,12.0,16.0,161061273600.0,161061273600.0
False,44,,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0,0.013160308654549882,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.3,0.9677719369187222,0.9757022300134535,0.9717209037942305,0.9857604718931161,0.9858342203247947,0.8564287142571486,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7185441426939008,7323.2406845269725,10491.50244140625,12.0,16.0,161061273600.0,161061273600.0
