failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,experiment,intent_loss_fn,unfrozen_ratio,min_unfrozen_ratio_floor,ee_patience_decay,exit_logit_smoothing,use_freq_exit,require_joint_stability,min_exit_layer,ee_patience
False,42,0.005434200855248433,0.9950024987506247,0.9982756333731264,0.9984080657999469,0.9981432360742706,0.8984714881476374,0.5499999999999999,0.996785673286649,0.9975873161764706,0.9971863336204421,0.9960944161855334,0.9977309834967842,0.9865067466266867,27.0,0.0,1.0,0.0,0.7452348448247209,5757.907502930146,16709.65185546875,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,43,0.005444329657055719,0.9945027486256871,0.9980114012992178,0.9976146302676915,0.9984084880636604,0.8982773494421341,0.39999999999999997,0.9966712580348944,0.9975873161764706,0.9971290767110703,0.9958159126683788,0.9975702390051441,0.9860069965017492,27.0,0.0,1.0,0.0,0.744944783639342,5548.526804533321,16712.6962890625,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,44,0.0052819371350300666,0.9965017491254373,0.9985409205464916,0.9986733881666224,0.9984084880636604,0.8987182973830821,0.6,0.9974738775978872,0.998046875,0.9977602940331937,0.9971310215793154,0.9981506072898426,0.9895052473763118,27.0,0.0,1.0,0.0,0.7463892260353542,6810.304317933973,16710.8369140625,21,28,158544691200.0,158544691200.0,B0_full_depth,bce,0.7566455605042577,0.0,0.0,True,False,False,15.0,1000000.0
False,42,0.005739445098795449,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.49999999999999994,0.9971284171835516,0.9973575367647058,0.9972429638139002,0.9958728562197936,0.9976928536235858,0.9850074962518741,14.000999450683594,0.0447101816534996,0.0,0.48144446478949654,0.8651366534413515,5781.4844079972245,16709.65185546875,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,43,0.00484225402256396,0.9950024987506247,0.9981442205726405,0.9976152623211447,0.9986737400530504,0.8983949926385272,0.49999999999999994,0.9972448628171278,0.998046875,0.9976457077232271,0.9963241032369259,0.9978949641479338,0.9885057471264368,14.00149917602539,0.04997750744223595,0.0,0.48142595644350406,0.8660321291983343,5253.889103936963,16712.6962890625,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,44,0.004594577174444508,0.9945027486256871,0.9980114012992178,0.9976146302676915,0.9984084880636604,0.8982773494421341,0.44999999999999996,0.9975887013434378,0.9981617647058824,0.9978751507494401,0.9961889496875636,0.997943276024329,0.9880059970014993,14.000999450683594,0.0447101816534996,0.0,0.48144446478949654,0.8657989591914623,5824.093882645015,16710.8369140625,21,28,158544691200.0,84934656000.0,B1_confidence_exit,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,1.0
False,42,0.005270193449561985,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.49999999999999994,0.9969004706692688,0.9977022058823529,0.9973011771461384,0.9959019628859127,0.997721960289705,0.9860069965017492,15.002998352050781,0.1341305524110794,0.0,0.4443333943684896,0.8560660625526046,5827.304858853109,16709.65185546875,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,43,0.0049195064605581035,0.9955022488755623,0.9982765477926554,0.9978796713490591,0.9986737400530504,0.8985016014710461,0.49999999999999994,0.9966716400780443,0.9977022058823529,0.997186656714704,0.9963444527951331,0.9977316022536797,0.9875062468765617,15.007495880126953,0.23333190381526947,0.0,0.44416681925455725,0.8566265294150402,4937.6427661841735,16712.6962890625,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,44,0.004661061867108695,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.44999999999999996,0.9974738775978872,0.998046875,0.9977602940331937,0.9963813963919093,0.9979520112435923,0.9880059970014993,15.001998901367188,0.06321393698453903,0.0,0.4443704110604746,0.856682554601504,5721.612837779801,16710.8369140625,21,28,158544691200.0,90596966400.0,B2_deebert_style,bce,0.7566455605042577,0.0,0.0,True,False,False,4.0,2.0
False,42,0.005270193449561985,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.49999999999999994,0.9969004706692688,0.9977022058823529,0.9973011771461384,0.9959019628859127,0.997721960289705,0.9860069965017492,15.002998352050781,0.1341305524110794,0.0,0.4443333943684896,0.8560660625526046,5765.765618831385,16709.65185546875,21,28,158544691200.0,90596966400.0,B3_pabee,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,False,4.0,
False,43,0.0049195064605581035,0.9955022488755623,0.9982765477926554,0.9978796713490591,0.9986737400530504,0.8985016014710461,0.49999999999999994,0.9966716400780443,0.9977022058823529,0.997186656714704,0.9963444527951331,0.9977316022536797,0.9875062468765617,15.007495880126953,0.23333190381526947,0.0,0.44416681925455725,0.8566265294150402,4916.546380204149,16712.6962890625,21,28,158544691200.0,90596966400.0,B3_pabee,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,False,4.0,
False,44,0.004661061867108695,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.44999999999999996,0.9974738775978872,0.998046875,0.9977602940331937,0.9963813963919093,0.9979520112435923,0.9880059970014993,15.001998901367188,0.06321393698453903,0.0,0.4443704110604746,0.856682554601504,5895.613917296287,16710.814453125,21,28,158544691200.0,90596966400.0,B3_pabee,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,False,4.0,
False,42,0.005268917637816871,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.49999999999999994,0.9969004706692688,0.9977022058823529,0.9973011771461384,0.9959019628859127,0.997721960289705,0.9860069965017492,15.006996154785156,0.20724628865718842,0.0,0.44418532760054974,0.8560290458606197,5906.8072752980515,16716.08154296875,21,28,158544691200.0,90596966400.0,B4_pabee_joint,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,4.0,
False,43,0.004922108405150948,0.9955022488755623,0.9982765477926554,0.9978796713490591,0.9986737400530504,0.8985016014710461,0.49999999999999994,0.9966716400780443,0.9977022058823529,0.997186656714704,0.9963444527951331,0.9977316022536797,0.9875062468765617,15.008495330810547,0.23754534125328064,0.0,0.4441298025625723,0.856617275242044,5165.364548427053,16707.8837890625,21,28,158544691200.0,90596966400.0,B4_pabee_joint,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,4.0,
False,44,0.004643867041501012,0.9910044977511244,0.9974844432675758,0.9957705524715834,0.9992042440318303,0.8978963870024341,0.44999999999999996,0.9974738775978872,0.998046875,0.9977602940331937,0.994382395892159,0.9976223686503847,0.984007996001999,15.010994911193848,0.2930513024330139,0.0004997501382604241,0.44403722551133895,0.8545178470661681,5545.421792999841,16706.251953125,21,28,158544691200.0,90596966400.0,B4_pabee_joint,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,4.0,
False,42,0.005339724243970113,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.5499999999999999,0.9972442301067861,0.9978170955882353,0.9975305806007005,0.9960166646131938,0.9978366620169861,0.9865067466266867,23.00149917602539,0.04997750744223595,0.0,0.14809262311017068,0.7821344951948327,6091.6746513377875,16707.62060546875,21,28,158544691200.0,135895449600.0,M1_frequency_unaware,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,,
False,43,0.004961767933907477,0.9960019990004998,0.9984084880636604,0.9984084880636604,0.9984084880636604,0.8986044021666812,0.7999999999999999,0.9970149253731343,0.9977022058823529,0.9973584472263696,0.9966802231134346,0.997883467645015,0.9880059970014993,23.00299835205078,0.08361222594976425,0.0,0.14803709807219334,0.7828819405297519,6056.044347519055,16708.04296875,21,28,158544691200.0,135895449600.0,M1_frequency_unaware,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,,
False,44,0.00536214220590344,0.9955022488755623,0.9982760907041507,0.998143728453991,0.9984084880636604,0.8985046221694069,0.44999999999999996,0.9974738775978872,0.998046875,0.9977602940331937,0.9966312714543779,0.9980181923686722,0.9885057471264368,23.00149917602539,0.04997750744223595,0.0,0.14809262311017068,0.7828795279576668,5229.2544710421935,16706.939453125,21,28,158544691200.0,135895449600.0,M1_frequency_unaware,bce,0.7566455605042577,0.0,0.07697990982879299,True,False,True,,
False,42,0.005679752284719375,0.993503248375812,0.9978779840848806,0.9978779840848806,0.9978779840848806,0.8981513498408541,0.5499999999999999,0.9974744575823671,0.9982766544117647,0.9978753947746195,0.9956893215752158,0.99787668942975,0.9875062468765617,25.086456298828125,0.7148576974868774,0.03748125955462456,0.07087198893229163,0.7627393934785663,5303.927521997597,16710.17529296875,21,28,158544691200.0,147220070400.0,M4_full_method,bce,0.7566455605042577,0.0,0.07697990982879299,True,True,True,,
False,43,0.005040070578753689,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.5499999999999999,0.9974741676234213,0.9981617647058824,0.9978178477087402,0.9964101732296824,0.9979807880813656,0.9890054972513743,25.084457397460938,0.7164937853813171,0.03748125955462456,0.07094602231626157,0.7635335516748691,6042.772275072988,16708.04296875,21,28,158544691200.0,147220070400.0,M4_full_method,bce,0.7566455605042577,0.0,0.07697990982879299,True,True,True,,
False,44,0.004870043036808998,0.9965017491254373,0.9986737400530504,0.9986737400530504,0.9986737400530504,0.8988240028231529,0.7,0.9973593570608495,0.998046875,0.9977029975881473,0.9971023733567923,0.9981883688205988,0.9890054972513743,25.081958770751953,0.7136381268501282,0.03648176044225693,0.071038564046224,0.7640583574046118,6079.322645292152,16706.251953125,21,28,158544691200.0,147220070400.0,M4_full_method,bce,0.7566455605042577,0.0,0.07697990982879299,True,True,True,,
