loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,min_exit_layer,ee_patience,median_exit_layer,p25_exit_layer,p75_exit_layer,normalized_flops,latency_ms_bs1,throughput_bs1,peak_mem_MB_bs1
0.0029590436059227674,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974742331038416,0.9982062049003221,0.9978400847664847,0.9983201623592471,0.9987626777168555,0.9864027194561088,24.00139972005599,2.244325637817383,0.2647470533847809,0.11105925948531536,0.7743761001773674,7,1,24.0,23.0,27.0,0.8571928471448568,44.09282540436834,22.679426660214173,3041.376953125
0.0029582422523377703,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9982997858004403,0.9987423011580487,0.9862027594481104,24.73865226954609,1.9099433422088623,0.2657468616962433,0.08375358581542969,0.7675045956185946,7,2,25.0,24.0,27.0,0.8835232953409319,44.052455364726484,22.700210277057934,3041.376953125
0.0029513930675284282,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9973928629623594,0.9981654368298748,0.9977790003463944,0.998289620149202,0.9987321355068104,0.9862027594481104,25.47410517896421,1.624985933303833,0.2663467228412628,0.05651459870515041,0.7606923074282151,7,3,26.0,25.0,27.0,0.9097894706772932,43.42359080910683,23.028956872684034,3041.376953125
0.0029384728537659686,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9973114994500795,0.9981246687594276,0.9977179184155834,0.9983590591877958,0.9987278151066534,0.9860027994401119,26.207758448310337,1.4223318099975586,0.6432713270187378,0.029342298154477753,0.7539181481913075,7,4,27.0,26.0,27.0,0.9359913731539405,43.80579749122262,22.828028646216755,3041.376953125
0.002980380673976853,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.564487102579484,1.1104460954666138,0.8092381358146667,0.016130094174985565,0.7505725640929419,7,5,27.0,27.0,27.0,0.9487316822349816,43.75313390046358,22.85550567131843,3041.376953125
0.0029590436059227674,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974742331038416,0.9982062049003221,0.9978400847664847,0.9983201623592471,0.9987626777168555,0.9864027194561088,24.00139972005599,2.244325637817383,0.2647470533847809,0.11105925948531536,0.7743761001773674,11,1,24.0,23.0,27.0,0.8571928471448568,43.785457289777696,22.838633233447204,3041.376953125
0.0029582422523377703,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9982997858004403,0.9987423011580487,0.9862027594481104,24.73865226954609,1.9099433422088623,0.2657468616962433,0.08375358581542969,0.7675045956185946,11,2,25.0,24.0,27.0,0.8835232953409319,44.029744691215456,22.71191911316065,3041.376953125
0.0029513930675284282,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9973928629623594,0.9981654368298748,0.9977790003463944,0.998289620149202,0.9987321355068104,0.9862027594481104,25.47410517896421,1.624985933303833,0.2663467228412628,0.05651459870515041,0.7606923074282151,11,3,26.0,25.0,27.0,0.9097894706772932,43.831855594180524,22.814457349434416,3041.376953125
0.0029384728537659686,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9973114994500795,0.9981246687594276,0.9977179184155834,0.9983590591877958,0.9987278151066534,0.9860027994401119,26.207758448310337,1.4223318099975586,0.6432713270187378,0.029342298154477753,0.7539181481913075,11,4,27.0,26.0,27.0,0.9359913731539405,43.85990079026669,22.799869173938443,3041.376953125
0.002980380673976853,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.564487102579484,1.1104460954666138,0.8092381358146667,0.016130094174985565,0.7505725640929419,11,5,27.0,27.0,27.0,0.9487316822349816,44.07315731514245,22.68954758220656,3041.376953125
0.0029609269411291946,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974742331038416,0.9982062049003221,0.9978400847664847,0.9983201623592471,0.9987626777168555,0.9864027194561088,24.246950609878024,2.0963785648345947,0.2647470533847809,0.10196480927643947,0.7721024876251483,15,1,24.0,23.0,27.0,0.8659625217813581,44.139164476655424,22.65561688483899,3041.376953125
0.002957856927130084,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9982997858004403,0.9987423011580487,0.9862027594481104,24.984003199360128,1.770577311515808,0.26594680547714233,0.07466655307345915,0.765232837433102,15,2,25.0,24.0,27.0,0.892285828548576,44.060777430422604,22.695922730349533,3041.376953125
0.0029499896059023622,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9973928629623594,0.9981654368298748,0.9977790003463944,0.998289620149202,0.9987321355068104,0.9862027594481104,25.718856228754248,1.5021792650222778,0.35692861676216125,0.04744974772135413,0.7584260946822661,15,3,26.0,25.0,27.0,0.918530579598366,44.24513475969434,22.60135505137985,3041.376953125
0.0029456248176719297,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.361927614477104,1.2535477876663208,0.6966606974601746,0.023632332130714695,0.7524481235818742,15,4,27.0,26.0,27.0,0.9414974148027536,43.75795836094767,22.852985775782045,3041.376953125
0.0029818953918523718,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.66526694661068,0.9452678561210632,0.8480303883552551,0.012397554185655357,0.7496394290956094,15,5,27.0,27.0,27.0,0.9523309623789528,44.07980195246637,22.68612733510813,3041.376953125
0.0029162315744014023,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9982997858004403,0.9987423011580487,0.9862027594481104,25.03239352129574,1.4717848300933838,0.26514697074890137,0.07287428114149308,0.7647847694501104,19,1,25.0,24.0,27.0,0.8940140543319909,43.9585599116981,22.748697910230753,3041.376953125
0.002940390431628073,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9974334949280971,0.9981654368298748,0.9977993316488711,0.9982997858004403,0.9987423011580487,0.9862027594481104,25.767846430713856,1.1481698751449585,0.26594680547714233,0.0456352940312138,0.7579750226725407,19,2,26.0,25.0,27.0,0.920280229668352,43.45498043112457,23.012321949724118,3041.376953125
0.002936173221645929,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9973114994500795,0.9981246687594276,0.9977179184155834,0.9983590591877958,0.9987278151066534,0.9860027994401119,26.501899620075985,0.9263079166412354,0.6966606974601746,0.01844815854673032,0.7511946132893706,19,3,27.0,26.0,27.0,0.9464964150027138,43.49384114611894,22.99176098612372,3041.376953125
0.002980717094800139,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.805238952209557,0.6125851273536682,0.8856228590011597,0.007213380601670982,0.7483433856996133,19,4,27.0,27.0,27.0,0.9573299625789127,43.437443440780044,23.021612709858005,3041.376953125
0.00301174611039999,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.919616076784642,0.36268049478530884,0.9484103322029114,0.0029771592881944198,0.7472843303712442,19,5,27.0,27.0,27.0,0.961414859885166,44.06116586178541,22.695722649211778,3041.376953125
0.0029069604348164785,0.9988002399520096,0.9996852706672262,0.9994755611495699,0.9998950682056663,0.7775300381958997,0.5,0.9973927567523526,0.9981246687594276,0.9977585785312577,0.9982794092416336,0.998721924599242,0.9860027994401119,25.909618076384724,0.846303403377533,0.2653469443321228,0.040384504530164955,0.7566172391559771,23,1,26.0,25.0,27.0,0.9253435027280259,44.355278625153005,22.54523093972675,3041.376953125
0.0029278281640399773,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9973521264461463,0.9981246687594276,0.9977382480591724,0.9983692240095903,0.9987379799284479,0.9860027994401119,26.64467106578684,0.5764686465263367,0.6962607502937317,0.013160352353696503,0.749875202946561,23,2,27.0,26.0,27.0,0.9515953952066729,43.26031603850424,23.115873659127704,3041.376953125
0.0029803007993742616,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,26.948410317936414,0.2212192863225937,0.9484103322029114,0.0019107394748263395,0.7470177254179021,23,3,27.0,27.0,27.0,0.9624432256405862,44.04690475203097,22.703070865697793,3041.376953125
0.0030216527380506337,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,23,4,27.0,27.0,27.0,0.9642857142857143,43.31255990546197,23.087991155052787,3041.376953125
0.0030262772082535255,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,23,5,27.0,27.0,27.0,0.9642857142857143,43.5889802640304,22.941578214097373,3041.376953125
0.0029144605692177,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9973114994500795,0.9981246687594276,0.9977179184155834,0.9983590591877958,0.9987278151066534,0.9860027994401119,27.0,0.0,1.0,0.0,0.7465825736526881,27,1,27.0,27.0,27.0,0.9642857142857143,43.87976045254618,22.7895501180197,3041.376953125
0.0030262772082535255,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,27,2,27.0,27.0,27.0,0.9642857142857143,43.424376379698515,23.02854026632639,3041.376953125
0.0030262772082535255,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,27,3,27.0,27.0,27.0,0.9642857142857143,44.047470786608756,22.702779118569016,3041.376953125
0.0030262772082535255,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,27,4,27.0,27.0,27.0,0.9642857142857143,43.29934015404433,23.095040165562338,3041.376953125
0.0030262772082535255,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775717621977495,0.5,0.9972708757637474,0.9981246687594276,0.9976975896004401,0.998348894780224,0.9987176506990817,0.9858028394321136,27.0,0.0,1.0,0.0,0.7465400405491955,27,5,27.0,27.0,27.0,0.9642857142857143,44.28136551287025,22.582862755425936,3041.376953125
