failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,experiment,use_freq_exit,intent_loss_fn,ee_patience_decay,exit_logit_smoothing,require_joint_stability,unfrozen_ratio,min_unfrozen_ratio_floor
False,42,0.005679752284719375,0.993503248375812,0.9978779840848806,0.9978779840848806,0.9978779840848806,0.8981513498408541,0.5499999999999999,0.9974744575823671,0.9982766544117647,0.9978753947746195,0.9956893215752158,0.99787668942975,0.9875062468765617,25.086456298828125,0.7148576974868774,0.03748125955462456,0.07087198893229163,0.7627393934785663,5373.261887453031,16704.05810546875,21,28,158544691200.0,147220070400.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.005040070578753689,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.5499999999999999,0.9974741676234213,0.9981617647058824,0.9978178477087402,0.9964101732296824,0.9979807880813656,0.9890054972513743,25.084457397460938,0.7164937853813171,0.03748125955462456,0.07094602231626157,0.7635335516748691,6140.738142977934,16707.60546875,21,28,158544691200.0,147220070400.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.004870043036808998,0.9965017491254373,0.9986737400530504,0.9986737400530504,0.9986737400530504,0.8988240028231529,0.7,0.9973593570608495,0.998046875,0.9977029975881473,0.9971023733567923,0.9981883688205988,0.9890054972513743,25.081958770751953,0.7136381268501282,0.03648176044225693,0.071038564046224,0.7640583574046118,6146.641051791608,16710.8369140625,21,28,158544691200.0,147220070400.0,E0_full_model,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.005339724243970113,0.9945027486256871,0.9981427434332715,0.9984076433121019,0.9978779840848806,0.8983591285970757,0.5499999999999999,0.9972442301067861,0.9978170955882353,0.9975305806007005,0.9960166646131938,0.9978366620169861,0.9865067466266867,23.00149917602539,0.04997750744223595,0.0,0.14809262311017068,0.7821344951948327,6065.568556101993,16709.65185546875,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.004961767933907477,0.9960019990004998,0.9984084880636604,0.9984084880636604,0.9984084880636604,0.8986044021666812,0.7999999999999999,0.9970149253731343,0.9977022058823529,0.9973584472263696,0.9966802231134346,0.997883467645015,0.9880059970014993,23.00299835205078,0.08361222594976425,0.0,0.14803709807219334,0.7828819405297519,6064.937537827995,16712.69921875,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.00536214220590344,0.9955022488755623,0.9982760907041507,0.998143728453991,0.9984084880636604,0.8985046221694069,0.44999999999999996,0.9974738775978872,0.998046875,0.9977602940331937,0.9966312714543779,0.9980181923686722,0.9885057471264368,23.00149917602539,0.04997750744223595,0.0,0.14809262311017068,0.7828795279576668,5233.298961679917,16710.8369140625,21,28,158544691200.0,135895449600.0,E1_no_freq_adaptive_exit,False,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.005679752284719375,0.993503248375812,0.9978779840848806,0.9978779840848806,0.9978779840848806,0.8981513498408541,0.5499999999999999,0.9974744575823671,0.9982766544117647,0.9978753947746195,0.9956893215752158,0.99787668942975,0.9875062468765617,25.086456298828125,0.7148576974868774,0.03748125955462456,0.07087198893229163,0.7627393934785663,5299.989818249829,16709.65185546875,21,28,158544691200.0,147220070400.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,43,0.005040070578753689,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.5499999999999999,0.9974741676234213,0.9981617647058824,0.9978178477087402,0.9964101732296824,0.9979807880813656,0.9890054972513743,25.084457397460938,0.7164937853813171,0.03748125955462456,0.07094602231626157,0.7635335516748691,6095.610996622127,16712.69921875,21,28,158544691200.0,147220070400.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,44,0.004870043036808998,0.9965017491254373,0.9986737400530504,0.9986737400530504,0.9986737400530504,0.8988240028231529,0.7,0.9973593570608495,0.998046875,0.9977029975881473,0.9971023733567923,0.9981883688205988,0.9890054972513743,25.081958770751953,0.7136381268501282,0.03648176044225693,0.071038564046224,0.7640583574046118,6470.724032358732,16710.8369140625,21,28,158544691200.0,147220070400.0,E2_bce_instead_of_asl,True,bce,0.07697990982879299,True,True,0.7566455605042577,0.0
False,42,0.005679752284719375,0.993503248375812,0.9978779840848806,0.9978779840848806,0.9978779840848806,0.8981513498408541,0.5499999999999999,0.9974744575823671,0.9982766544117647,0.9978753947746195,0.9956893215752158,0.99787668942975,0.9875062468765617,25.086456298828125,0.7148576974868774,0.03748125955462456,0.07087198893229163,0.7627393934785663,5906.7639021789655,16709.65185546875,21,28,158544691200.0,147220070400.0,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0
False,43,0.005040070578753689,0.9950024987506247,0.998143728453991,0.9978791092258749,0.9984084880636604,0.8983907269530059,0.5499999999999999,0.9974741676234213,0.9981617647058824,0.9978178477087402,0.9964101732296824,0.9979807880813656,0.9890054972513743,25.084457397460938,0.7164937853813171,0.03748125955462456,0.07094602231626157,0.7635335516748691,6813.093391596805,16712.69921875,21,28,158544691200.0,147220070400.0,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0
