failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfrozen_ratio,error
False,42,0.8129574463199883,0.3165366926614677,0.6858142122833978,0.6927523819719517,0.6790136411332633,0.5194797611105604,0.7,0.3836788978311281,0.4586815606017367,0.41784116019534656,0.36718892642840717,0.5518276862393722,0.029994001199760048,26.7718448638916,0.5927353501319885,0.8408318161964417,0.008450190226236942,0.2410292771547946,6686.863630138803,6628.4658203125,0.0,28.0,158544691200.0,158544691200.0,0.0,
False,43,0.9221786728587014,0.29214157168566285,0.6875247524752475,0.6507966260543581,0.7286463798530954,0.5348905060469242,0.65,0.3305944900918318,0.44616576297443844,0.379782416323981,0.33596199400482196,0.5336535843996142,0.02979404119176165,26.781843185424805,0.5842929482460022,0.8480303883552551,0.008079882021303497,0.2290346463492806,5647.905515565071,6631.11767578125,0.0,28.0,158544691200.0,158544691200.0,0.0,
False,44,1.0072844787337147,0.2861427714457109,0.649412260819145,0.652473254951806,0.646379853095488,0.4912639207165161,0.7,0.31314656377565286,0.4566023890089282,0.3715067584376814,0.3288247649416961,0.5104595096284132,0.03259348130373925,26.761247634887695,0.5968132019042969,0.8310337662696838,0.008842680189344643,0.22218707514890057,5432.142889663111,6631.93505859375,0.0,28.0,158544691200.0,158544691200.0,0.0,
False,42,0.005440098373600603,0.9972005598880224,0.9989504617968094,0.9991601931555742,0.9987408184679958,0.7769635903343771,0.9,0.9953603841927475,0.9970646989277997,0.9962118126272912,0.9967061862576567,0.9975811372120502,0.9788042391521695,26.393720626831055,0.7491011619567871,0.5230953693389893,0.022454791598849777,0.7499299979995656,13379.307854841929,9930.4765625,3.0,28.0,158544691200.0,152882380800.0,0.1,
False,43,0.004838955341814125,0.9974005198960207,0.9992657856093979,0.9988467183895995,0.999685204616999,0.77720205812033,0.6,0.9953179708492794,0.9966570182233275,0.9959870444684362,0.9966937821822285,0.9976264150389171,0.9778044391121775,26.39352035522461,0.7488057017326355,0.5226954817771912,0.022462209065755245,0.7498031998174098,13638.737753638998,9940.76904296875,3.0,28.0,158544691200.0,152882380800.0,0.1,
False,44,0.004818982045455745,0.9972005598880224,0.999160985841636,0.9986373165618448,0.999685204616999,0.7771261219390139,0.49999999999999994,0.995034595034595,0.9966977862937747,0.995865496242286,0.9965330280651542,0.997513241041961,0.9772045590881824,26.394121170043945,0.7488908171653748,0.5232953429222107,0.022439956665039062,0.7495893792107932,13762.569038935937,9941.447265625,3.0,28.0,158544691200.0,152882380800.0,0.1,
False,42,0.004286502154286245,0.9986002799440112,0.9995803168607701,0.9994754511120436,0.999685204616999,0.7774490827838182,0.7999999999999999,0.9964567891178626,0.997472379632272,0.9969643257339609,0.9977823028389861,0.9982723212973654,0.9836032793441312,26.39352035522461,0.749072790145874,0.5228953957557678,0.022462209065755245,0.7514843724428097,12095.45114193391,10568.59765625,6.0,28.0,158544691200.0,152882380800.0,0.2,
False,43,0.0042550021814550245,0.9984003199360127,0.9994755061365782,0.9991610738255033,0.9997901364113326,0.7773700294996697,0.5499999999999999,0.9962947882736156,0.9975539157731664,0.9969239544500804,0.9976621371930465,0.9981997302933293,0.982003599280144,26.394121170043945,0.7494247555732727,0.5236952900886536,0.022439956665039062,0.7510807375764247,12460.722915136721,10576.53076171875,6.0,28.0,158544691200.0,152882380800.0,0.2,
False,44,0.0035297588315348293,0.9984003199360127,0.9995279307631786,0.9992658626114316,0.9997901364113326,0.7774100482336865,0.5499999999999999,0.9962944865217037,0.997472379632272,0.996883085134557,0.9976417025352848,0.9982055079488679,0.9832033593281344,26.3939208984375,0.7488625049591064,0.5230953693389893,0.02244737413194442,0.7513239883666338,13341.67554499209,10583.14501953125,6.0,28.0,158544691200.0,152882380800.0,0.2,
False,42,0.00341568957956972,0.9986002799440112,0.9996328350380278,0.9993707393812271,0.9998950682056663,0.7774892356825511,0.5499999999999999,0.9971080607714553,0.9980023645480859,0.9975550122249387,0.9980776460844749,0.9985939236314832,0.9846030793841232,26.3939208984375,0.7491295337677002,0.5232953429222107,0.02244737413194442,0.751761024300885,12311.634830882307,10990.76171875,8.0,28.0,158544691200.0,152882380800.0,0.3,
False,43,0.0035259161705092435,0.9978004399120176,0.9994231475169123,0.9989516720830276,0.9998950682056663,0.7773256958026251,0.2,0.9970267188009123,0.9979615964776387,0.9974939385913082,0.997647189251663,0.9984585430541102,0.9834033193361328,26.39352035522461,0.749072790145874,0.5228953957557678,0.022462209065755245,0.7512509838707983,13956.168781516142,10999.41357421875,8.0,28.0,158544691200.0,152882380800.0,0.3,
False,44,0.0031351413933084923,0.9978004399120176,0.9994231475169123,0.9989516720830276,0.9998950682056663,0.7773284806168939,0.35,0.9967011484890446,0.9977169880549553,0.9972088095674673,0.9975046247397424,0.9983159785421898,0.9834033193361328,26.39272117614746,0.7492256164550781,0.5222955346107483,0.022491808290834747,0.7512227425490879,15054.140220975038,11013.560546875,8.0,28.0,158544691200.0,152882380800.0,0.3,
False,42,0.003311649679018299,0.9984003199360127,0.9995804049092626,0.9992659395973155,0.9998950682056663,0.7774497960716533,0.49999999999999994,0.9965799438133627,0.9978800603367443,0.9972295783255245,0.9978149491307686,0.9984049916173936,0.9842031593681264,26.39352035522461,0.7493396997451782,0.5230953693389893,0.022462209065755245,0.7515775280252164,15601.528677003458,11624.5390625,11.0,28.0,158544691200.0,152882380800.0,0.4,
