failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfreeze_position
False,42,0.003066526049084719,0.9992001599680064,0.9997901584303851,0.9996852706672262,0.9998950682056663,0.7776120044022427,0.75,0.99678273264101,0.9978392922662971,0.9973107326216283,0.9982554462948173,0.9985504455260067,0.9852029594081184,26.392921447753906,0.7492542266845703,0.5224955081939697,0.02248439082392939,0.7520593489595095,14291.055614775047,10781.8984375,28,28,158544691200.0,152882380800.0,early
False,43,0.003173813208031614,0.9984003199360127,0.9995279802800651,0.9991611617909196,0.9998950682056663,0.7774105956975045,0.39999999999999997,0.9967421404137482,0.9978392922662971,0.997290414586941,0.9978453672614769,0.998409197433503,0.9836032793441312,26.39512062072754,0.7492984533309937,0.5244951248168945,0.022402939973054092,0.7514437862012693,15175.99880152708,10787.47216796875,28,28,158544691200.0,152882380800.0,early
False,44,0.0035258609440615447,0.9984003199360127,0.9995804049092626,0.9992659395973155,0.9998950682056663,0.7774497960716533,0.39999999999999997,0.9970670903091776,0.9978800603367443,0.997473409674396,0.9979368648052044,0.9985269072918292,0.9844031193761248,26.392921447753906,0.7489872574806213,0.5222955346107483,0.02248439082392939,0.7516535443849683,13629.001254873816,10798.259765625,28,28,158544691200.0,152882380800.0,early
False,42,0.005930171655464959,0.997000599880024,0.999160985841636,0.9986373165618448,0.999685204616999,0.7771264468546858,0.44999999999999996,0.9942229454841335,0.9962901055893024,0.9952554521574457,0.9961280260187348,0.9972082189995408,0.9742051589682064,26.394521713256836,0.749214231967926,0.5238952040672302,0.022425121731228348,0.7488495469403408,10760.584824995138,10112.154296875,28,28,158544691200.0,152882380800.0,middle
False,43,0.005441679785832593,0.9988002399520096,0.9996852376455776,0.9995803608896349,0.9997901364113326,0.7775300068126448,0.75,0.9938575438311028,0.996045497166619,0.9949503176413096,0.9968752787966596,0.9973177776434436,0.974005198960208,26.393321990966797,0.7493112683296204,0.5228953957557678,0.022469555890118675,0.7493879451610352,12592.29536006134,10127.63427734375,28,28,158544691200.0,152882380800.0,middle
False,44,0.005626364217722601,0.997000599880024,0.9992133829776076,0.9987420064996331,0.999685204616999,0.7771657060284226,0.25,0.9936538930925067,0.9958008887439358,0.9947262324122906,0.9958634161461573,0.9969698076949491,0.973005398920216,26.393720626831055,0.7493681311607361,0.5232953429222107,0.022454791598849777,0.7485574095715001,12341.997498303186,10131.09375,28,28,158544691200.0,152882380800.0,middle
False,42,0.008752335190993195,0.9948010397920416,0.9984273432585448,0.9975906138696836,0.9992654774396642,0.7765552956976686,0.5499999999999999,0.9891110027628799,0.9924579069672632,0.990781628375491,0.9927913340837663,0.9946044858170179,0.9562087582483503,26.39851951599121,0.7476294636726379,0.5268946290016174,0.022277054963288467,0.7439024487823591,11246.59142174013,8796.853515625,28,28,158544691200.0,152882380800.0,late
False,43,0.008597558422828467,0.9948010397920416,0.9984265184097346,0.9981124161073825,0.9987408184679958,0.7765534545992232,0.65,0.9896802502742453,0.9930694280239716,0.9913719425338815,0.9930864911629615,0.9948992304718081,0.9560087982403519,26.399120330810547,0.7482454180717468,0.5276944637298584,0.022254802562572285,0.7439305798442779,11002.30816872418,8801.69287109375,28,28,158544691200.0,152882380800.0,late
False,44,0.008795125633911468,0.9954009198160368,0.998426353336131,0.9982169079085379,0.9986358866736621,0.7765558753533419,0.75,0.9894766780432309,0.9928248196012883,0.9911479212877231,0.99327442055188,0.994787137311927,0.9566086782643471,26.398719787597656,0.7471213936805725,0.5268946290016174,0.02226963749638311,0.744206205299758,10332.543105848134,8803.01171875,28,28,158544691200.0,152882380800.0,late
False,42,0.0033623434926750295,0.9986002799440112,0.9996328350380278,0.9993707393812271,0.9998950682056663,0.777491608810017,0.39999999999999997,0.9969863571574018,0.9980431326185332,0.9975144649987776,0.9980573724713944,0.9985736500184027,0.9850029994001199,26.39272117614746,0.7492256164550781,0.5222955346107483,0.022491808290834747,0.7518470484405366,13223.881080988795,12253.33203125,28,28,158544691200.0,152882380800.0,early+middle
False,43,0.0033968342739189366,0.9992001599680064,0.9997901584303851,0.9996852706672262,0.9998950682056663,0.7776118561872791,0.7999999999999999,0.9968648208469055,0.9981246687594276,0.9974943470023834,0.9983472534851949,0.9986422527163843,0.9844031193761248,26.39312171936035,0.7492827773094177,0.5226954817771912,0.022476973357024033,0.7519204783839789,11457.842353483662,12275.71826171875,28,28,158544691200.0,152882380800.0,early+middle
False,44,0.0031370071587974754,0.9992001599680064,0.9996852376455776,0.9995803608896349,0.9997901364113326,0.7775308123425593,0.7,0.9974743359947857,0.9982469729707693,0.9978605049208387,0.9985303324444226,0.9987728712832081,0.9874025194961008,26.392520904541016,0.7491969466209412,0.5220955610275269,0.022499225757740215,0.7525585761498592,13195.713912008796,12282.224609375,28,28,158544691200.0,152882380800.0,early+middle
False,42,0.005840378829717678,0.9976004799040192,0.9992657085912094,0.9989513422818792,0.9995802728226653,0.777205756219951,0.44999999999999996,0.9941011350229852,0.996208569448408,0.9951537365098758,0.9963771082069475,0.9972097225505426,0.9756048790241951,26.3939208984375,0.7491295337677002,0.5232953429222107,0.02244737413194442,0.7493153939466666,10796.816839590203,11598.291015625,28,28,158544691200.0,152882380800.0,middle+late
False,43,0.005399593983773334,0.9978004399120176,0.9993705413344524,0.999160897839312,0.9995802728226653,0.7772862945107226,0.49999999999999994,0.9937764399609502,0.9960047290961719,0.9948893368354611,0.9963448883737394,0.9971299390849567,0.974005198960208,26.393321990966797,0.7493112683296204,0.5228953957557678,0.022469555890118675,0.7490410455094159,12430.35312260082,11616.14599609375,28,28,158544691200.0,152882380800.0,middle+late
False,44,0.005842397494620782,0.9984003199360127,0.9995277821501652,0.9995802287753175,0.9994753410283316,0.7774058651513693,0.75,0.9937352534374746,0.9958824248848303,0.9948076805603633,0.996604000248188,0.9971677313552643,0.9752049590081984,26.3939208984375,0.7491295337677002,0.5232953429222107,0.02244737413194442,0.7494648641542456,10222.022880338132,11617.88525390625,28,28,158544691200.0,152882380800.0,middle+late
False,42,0.002969126378974733,0.999000199960008,0.999737739312877,0.9994756161510225,1.0,0.7775715580894905,0.35,0.9968639270150287,0.9978392922662971,0.9973513711747687,0.9981757855673883,0.9985445552438228,0.9850029994001199,26.393720626831055,0.7491011619567871,0.5230953693389893,0.022454791598849777,0.7519504965786944,12156.017658060882,12257.45703125,28,28,158544691200.0,152882380800.0,early+late
False,43,0.0030947309081059936,0.9994001199760048,0.9998426105660774,0.9997901584303851,0.9998950682056663,0.7776525115517546,0.7999999999999999,0.9972710980775497,0.9982062049003221,0.9977384323872781,0.9985692761816414,0.9987905214766777,0.9858028394321136,26.3939208984375,0.7488625049591064,0.5230953693389893,0.02244737413194442,0.7522900777813797,9340.704853442963,12266.57763671875,28,28,158544691200.0,152882380800.0,early+late
False,44,0.00315490319366517,0.9992001599680064,0.9997901804448175,0.9995804489196559,1.0,0.777612895086778,0.6,0.9969857433808554,0.9978392922662971,0.997412335214654,0.9983062475913302,0.9986012578297357,0.9848030393921215,26.39232063293457,0.7491682171821594,0.5218956470489502,0.022506643224645573,0.7519976311324215,10707.26840569498,12270.708984375,28,28,158544691200.0,152882380800.0,early+late
